entry_key, query, target_pdb_id, target_chains, target_uniprot_ids, target_ligand, num_apo_sites, num_holo_sites, target_experimental_method, target_resolution, sasa, sasa_avg, view_url, download_url
1h5q-A-NAP-263, 1h5q A NAP 263, 1h5q, A, O93868, NAP, 0, 0, X-RAY_DIFFRACTION, 1.5, 1055.67, 37.7, http://apoholo.cz/db/entry/1h5q-A-NAP-263, http://apoholo.cz/api/db/entry/1h5q-A-NAP-263/download/1h5q-A-NAP-263.zip
1h5q-B-NAP-263, 1h5q B NAP 263, 1h5q, B, O93868, NAP, 0, 0, X-RAY_DIFFRACTION, 1.5, 1043.95, 32.62, http://apoholo.cz/db/entry/1h5q-B-NAP-263, http://apoholo.cz/api/db/entry/1h5q-B-NAP-263/download/1h5q-B-NAP-263.zip
1h5q-C-NAP-263, 1h5q C NAP 263, 1h5q, C, O93868, NAP, 0, 0, X-RAY_DIFFRACTION, 1.5, 1085.21, 35.01, http://apoholo.cz/db/entry/1h5q-C-NAP-263, http://apoholo.cz/api/db/entry/1h5q-C-NAP-263/download/1h5q-C-NAP-263.zip
1h5q-D-NAP-263, 1h5q D NAP 263, 1h5q, D, O93868, NAP, 0, 0, X-RAY_DIFFRACTION, 1.5, 1047.72, 33.8, http://apoholo.cz/db/entry/1h5q-D-NAP-263, http://apoholo.cz/api/db/entry/1h5q-D-NAP-263/download/1h5q-D-NAP-263.zip
1h5q-E-NAP-263, 1h5q E NAP 263, 1h5q, E, O93868, NAP, 0, 0, X-RAY_DIFFRACTION, 1.5, 1050.74, 35.02, http://apoholo.cz/db/entry/1h5q-E-NAP-263, http://apoholo.cz/api/db/entry/1h5q-E-NAP-263/download/1h5q-E-NAP-263.zip
1h5q-F-NAP-263, 1h5q F NAP 263, 1h5q, F, O93868, NAP, 0, 0, X-RAY_DIFFRACTION, 1.5, 1046.07, 34.87, http://apoholo.cz/db/entry/1h5q-F-NAP-263, http://apoholo.cz/api/db/entry/1h5q-F-NAP-263/download/1h5q-F-NAP-263.zip
1h5q-G-NAP-263, 1h5q G NAP 263, 1h5q, G, O93868, NAP, 0, 0, X-RAY_DIFFRACTION, 1.5, 973.14, 32.44, http://apoholo.cz/db/entry/1h5q-G-NAP-263, http://apoholo.cz/api/db/entry/1h5q-G-NAP-263/download/1h5q-G-NAP-263.zip
1h5q-H-NAP-263, 1h5q H NAP 263, 1h5q, H, O93868, NAP, 0, 0, X-RAY_DIFFRACTION, 1.5, 992.32, 33.08, http://apoholo.cz/db/entry/1h5q-H-NAP-263, http://apoholo.cz/api/db/entry/1h5q-H-NAP-263/download/1h5q-H-NAP-263.zip
1h5q-I-NAP-263, 1h5q I NAP 263, 1h5q, I, O93868, NAP, 0, 0, X-RAY_DIFFRACTION, 1.5, 1051.16, 35.04, http://apoholo.cz/db/entry/1h5q-I-NAP-263, http://apoholo.cz/api/db/entry/1h5q-I-NAP-263/download/1h5q-I-NAP-263.zip
1h5q-J-NAP-263, 1h5q J NAP 263, 1h5q, J, O93868, NAP, 0, 0, X-RAY_DIFFRACTION, 1.5, 1055.63, 34.05, http://apoholo.cz/db/entry/1h5q-J-NAP-263, http://apoholo.cz/api/db/entry/1h5q-J-NAP-263/download/1h5q-J-NAP-263.zip
1h5q-K-NAP-263, 1h5q K NAP 263, 1h5q, K, O93868, NAP, 0, 0, X-RAY_DIFFRACTION, 1.5, 953.1, 31.77, http://apoholo.cz/db/entry/1h5q-K-NAP-263, http://apoholo.cz/api/db/entry/1h5q-K-NAP-263/download/1h5q-K-NAP-263.zip
1h5q-L-NAP-263, 1h5q L NAP 263, 1h5q, L, O93868, NAP, 0, 0, X-RAY_DIFFRACTION, 1.5, 1019.9, 32.9, http://apoholo.cz/db/entry/1h5q-L-NAP-263, http://apoholo.cz/api/db/entry/1h5q-L-NAP-263/download/1h5q-L-NAP-263.zip
1h97-A-HEM-148, 1h97 A HEM 148, 1h97, A, P80721, HEM, 0, 1, X-RAY_DIFFRACTION, 1.17, 882.9, 38.39, http://apoholo.cz/db/entry/1h97-A-HEM-148, http://apoholo.cz/api/db/entry/1h97-A-HEM-148/download/1h97-A-HEM-148.zip
1h97-B-HEM-148, 1h97 B HEM 148, 1h97, B, P80721, HEM, 0, 1, X-RAY_DIFFRACTION, 1.17, 936.15, 40.7, http://apoholo.cz/db/entry/1h97-B-HEM-148, http://apoholo.cz/api/db/entry/1h97-B-HEM-148/download/1h97-B-HEM-148.zip
1hbg-A-HEM-148, 1hbg A HEM 148, 1hbg, A, P02216, HEM, 0, 3, X-RAY_DIFFRACTION, 1.5, 996.9, 45.31, http://apoholo.cz/db/entry/1hbg-A-HEM-148, http://apoholo.cz/api/db/entry/1hbg-A-HEM-148/download/1hbg-A-HEM-148.zip
1hbz-A-HEM-504, 1hbz A HEM 504, 1hbz, A, P29422, HEM, 0, 3, X-RAY_DIFFRACTION, 1.5, 757.72, 28.06, http://apoholo.cz/db/entry/1hbz-A-HEM-504, http://apoholo.cz/api/db/entry/1hbz-A-HEM-504/download/1hbz-A-HEM-504.zip
1hdo-A-NAP-500, 1hdo A NAP 500, 1hdo, A, P30043, NAP, 0, 31, X-RAY_DIFFRACTION, 1.15, 1249.63, 40.31, http://apoholo.cz/db/entry/1hdo-A-NAP-500, http://apoholo.cz/api/db/entry/1hdo-A-NAP-500/download/1hdo-A-NAP-500.zip
1he2-A-NAP-1206, 1he2 A NAP 1206, 1he2, A, P30043, NAP, 0, 31, X-RAY_DIFFRACTION, 1.2, 1249.98, 40.32, http://apoholo.cz/db/entry/1he2-A-NAP-1206, http://apoholo.cz/api/db/entry/1he2-A-NAP-1206/download/1he2-A-NAP-1206.zip
1he3-A-NAP-1206, 1he3 A NAP 1206, 1he3, A, P30043, NAP, 0, 31, X-RAY_DIFFRACTION, 1.4, 1174.83, 41.96, http://apoholo.cz/db/entry/1he3-A-NAP-1206, http://apoholo.cz/api/db/entry/1he3-A-NAP-1206/download/1he3-A-NAP-1206.zip
1he4-A-NAP-1206, 1he4 A NAP 1206, 1he4, A, P30043, NAP, 0, 31, X-RAY_DIFFRACTION, 1.4, 1233.24, 44.04, http://apoholo.cz/db/entry/1he4-A-NAP-1206, http://apoholo.cz/api/db/entry/1he4-A-NAP-1206/download/1he4-A-NAP-1206.zip
1he5-A-NAP-1206, 1he5 A NAP 1206, 1he5, A, P30043, NAP, 0, 31, X-RAY_DIFFRACTION, 1.5, 1196.89, 41.27, http://apoholo.cz/db/entry/1he5-A-NAP-1206, http://apoholo.cz/api/db/entry/1he5-A-NAP-1206/download/1he5-A-NAP-1206.zip
1het-A-NAD-402, 1het A NAD 402, 1het, A B, P00327, NAD, 0, 214, X-RAY_DIFFRACTION, 1.15, 837.35, 25.37, http://apoholo.cz/db/entry/1het-A-NAD-402, http://apoholo.cz/api/db/entry/1het-A-NAD-402/download/1het-A-NAD-402.zip
1het-B-NAD-402, 1het B NAD 402, 1het, A B, P00327, NAD, 0, 214, X-RAY_DIFFRACTION, 1.15, 894.19, 27.94, http://apoholo.cz/db/entry/1het-B-NAD-402, http://apoholo.cz/api/db/entry/1het-B-NAD-402/download/1het-B-NAD-402.zip
1heu-A-NAD-402, 1heu A NAD 402, 1heu, A B, P00327, NAD, 0, 214, X-RAY_DIFFRACTION, 1.15, 842.53, 24.78, http://apoholo.cz/db/entry/1heu-A-NAD-402, http://apoholo.cz/api/db/entry/1heu-A-NAD-402/download/1heu-A-NAD-402.zip
1heu-B-NAD-402, 1heu B NAD 402, 1heu, A B, P00327, NAD, 0, 214, X-RAY_DIFFRACTION, 1.15, 852.2, 26.63, http://apoholo.cz/db/entry/1heu-B-NAD-402, http://apoholo.cz/api/db/entry/1heu-B-NAD-402/download/1heu-B-NAD-402.zip
1hh7-A-HEC-115, 1hh7 A HEC 115, 1hh7, A, P00091, HEC, 0, 9, X-RAY_DIFFRACTION, 1.4, 1185.23, 40.87, http://apoholo.cz/db/entry/1hh7-A-HEC-115, http://apoholo.cz/api/db/entry/1hh7-A-HEC-115/download/1hh7-A-HEC-115.zip
1hj5-A-HEC-601, 1hj5 A HEC 601, 1hj5, A, P72181, HEC, 0, 22, X-RAY_DIFFRACTION, 1.46, 876.24, 41.73, http://apoholo.cz/db/entry/1hj5-A-HEC-601, http://apoholo.cz/api/db/entry/1hj5-A-HEC-601/download/1hj5-A-HEC-601.zip
1hj5-B-HEC-601, 1hj5 B HEC 601, 1hj5, B, P72181, HEC, 0, 22, X-RAY_DIFFRACTION, 1.46, 891.19, 46.9, http://apoholo.cz/db/entry/1hj5-B-HEC-601, http://apoholo.cz/api/db/entry/1hj5-B-HEC-601/download/1hj5-B-HEC-601.zip
1hzj-A-NAD-400, 1hzj A NAD 400, 1hzj, A, Q14376, NAD, 0, 11, X-RAY_DIFFRACTION, 1.5, 894.73, 30.85, http://apoholo.cz/db/entry/1hzj-A-NAD-400, http://apoholo.cz/api/db/entry/1hzj-A-NAD-400/download/1hzj-A-NAD-400.zip
1hzj-B-NAD-900, 1hzj B NAD 900, 1hzj, B, Q14376, NAD, 0, 11, X-RAY_DIFFRACTION, 1.5, 920.98, 30.7, http://apoholo.cz/db/entry/1hzj-B-NAD-900, http://apoholo.cz/api/db/entry/1hzj-B-NAD-900/download/1hzj-B-NAD-900.zip
1i24-A-NAD-401, 1i24 A NAD 401, 1i24, A, O48917, NAD, 0, 3, X-RAY_DIFFRACTION, 1.2, 784.02, 23.76, http://apoholo.cz/db/entry/1i24-A-NAD-401, http://apoholo.cz/api/db/entry/1i24-A-NAD-401/download/1i24-A-NAD-401.zip
1i3k-A-NAD-400, 1i3k A NAD 400, 1i3k, A, Q14376, NAD, 0, 11, X-RAY_DIFFRACTION, 1.5, 865.63, 29.85, http://apoholo.cz/db/entry/1i3k-A-NAD-400, http://apoholo.cz/api/db/entry/1i3k-A-NAD-400/download/1i3k-A-NAD-400.zip
1i3k-B-NAD-900, 1i3k B NAD 900, 1i3k, B, Q14376, NAD, 0, 11, X-RAY_DIFFRACTION, 1.5, 882.3, 30.42, http://apoholo.cz/db/entry/1i3k-B-NAD-900, http://apoholo.cz/api/db/entry/1i3k-B-NAD-900/download/1i3k-B-NAD-900.zip
1i3l-A-NAD-400, 1i3l A NAD 400, 1i3l, A, Q14376, NAD, 0, 11, X-RAY_DIFFRACTION, 1.5, 889.0, 30.66, http://apoholo.cz/db/entry/1i3l-A-NAD-400, http://apoholo.cz/api/db/entry/1i3l-A-NAD-400/download/1i3l-A-NAD-400.zip
1i3l-B-NAD-900, 1i3l B NAD 900, 1i3l, B, Q14376, NAD, 0, 11, X-RAY_DIFFRACTION, 1.5, 860.51, 29.67, http://apoholo.cz/db/entry/1i3l-B-NAD-900, http://apoholo.cz/api/db/entry/1i3l-B-NAD-900/download/1i3l-B-NAD-900.zip
1i3m-A-NAD-400, 1i3m A NAD 400, 1i3m, A, Q14376, NAD, 0, 11, X-RAY_DIFFRACTION, 1.5, 810.7, 27.96, http://apoholo.cz/db/entry/1i3m-A-NAD-400, http://apoholo.cz/api/db/entry/1i3m-A-NAD-400/download/1i3m-A-NAD-400.zip
1i3m-B-NAD-900, 1i3m B NAD 900, 1i3m, B, Q14376, NAD, 0, 11, X-RAY_DIFFRACTION, 1.5, 872.68, 30.09, http://apoholo.cz/db/entry/1i3m-B-NAD-900, http://apoholo.cz/api/db/entry/1i3m-B-NAD-900/download/1i3m-B-NAD-900.zip
1i3n-A-NAD-400, 1i3n A NAD 400, 1i3n, A, Q14376, NAD, 0, 11, X-RAY_DIFFRACTION, 1.5, 814.54, 28.09, http://apoholo.cz/db/entry/1i3n-A-NAD-400, http://apoholo.cz/api/db/entry/1i3n-A-NAD-400/download/1i3n-A-NAD-400.zip
1i3n-B-NAD-900, 1i3n B NAD 900, 1i3n, B, Q14376, NAD, 0, 11, X-RAY_DIFFRACTION, 1.5, 881.82, 30.41, http://apoholo.cz/db/entry/1i3n-B-NAD-900, http://apoholo.cz/api/db/entry/1i3n-B-NAD-900/download/1i3n-B-NAD-900.zip
1i54-A-HEC-1104, 1i54 A HEC 1104, 1i54, A, P81459, HEC, 0, 7, X-RAY_DIFFRACTION, 1.5, 1197.82, 38.64, http://apoholo.cz/db/entry/1i54-A-HEC-1104, http://apoholo.cz/api/db/entry/1i54-A-HEC-1104/download/1i54-A-HEC-1104.zip
1i54-B-HEC-1106, 1i54 B HEC 1106, 1i54, B, P81459, HEC, 0, 7, X-RAY_DIFFRACTION, 1.5, 1250.35, 40.33, http://apoholo.cz/db/entry/1i54-B-HEC-1106, http://apoholo.cz/api/db/entry/1i54-B-HEC-1106/download/1i54-B-HEC-1106.zip
1i8o-A-HEC-115, 1i8o A HEC 115, 1i8o, A, P00091, HEC, 0, 9, X-RAY_DIFFRACTION, 1.15, 1190.62, 42.52, http://apoholo.cz/db/entry/1i8o-A-HEC-115, http://apoholo.cz/api/db/entry/1i8o-A-HEC-115/download/1i8o-A-HEC-115.zip
1ike-A-HEM-185, 1ike A HEM 185, 1ike, A, Q94734, HEM, 1, 48, X-RAY_DIFFRACTION, 1.5, 747.52, 33.98, http://apoholo.cz/db/entry/1ike-A-HEM-185, http://apoholo.cz/api/db/entry/1ike-A-HEM-185/download/1ike-A-HEM-185.zip
1ikj-A-HEM-185, 1ikj A HEM 185, 1ikj, A, Q94734, HEM, 1, 48, X-RAY_DIFFRACTION, 1.27, 819.71, 28.27, http://apoholo.cz/db/entry/1ikj-A-HEM-185, http://apoholo.cz/api/db/entry/1ikj-A-HEM-185/download/1ikj-A-HEM-185.zip
1io7-A-HEM-1401, 1io7 A HEM 1401, 1io7, A, Q55080, HEM, 0, 23, X-RAY_DIFFRACTION, 1.5, 746.91, 24.09, http://apoholo.cz/db/entry/1io7-A-HEM-1401, http://apoholo.cz/api/db/entry/1io7-A-HEM-1401/download/1io7-A-HEM-1401.zip
1io7-B-HEM-901, 1io7 B HEM 901, 1io7, B, Q55080, HEM, 0, 23, X-RAY_DIFFRACTION, 1.5, 773.56, 25.79, http://apoholo.cz/db/entry/1io7-B-HEM-901, http://apoholo.cz/api/db/entry/1io7-B-HEM-901/download/1io7-B-HEM-901.zip
1ird-A-HEM-142, 1ird A HEM 142, 1ird, A, P69905, HEM, 0, 651, X-RAY_DIFFRACTION, 1.25, 944.56, 42.93, http://apoholo.cz/db/entry/1ird-A-HEM-142, http://apoholo.cz/api/db/entry/1ird-A-HEM-142/download/1ird-A-HEM-142.zip
1ird-B-HEM-347, 1ird B HEM 347, 1ird, B, P68871, HEM, 2, 651, X-RAY_DIFFRACTION, 1.25, 794.94, 39.75, http://apoholo.cz/db/entry/1ird-B-HEM-347, http://apoholo.cz/api/db/entry/1ird-B-HEM-347/download/1ird-B-HEM-347.zip
1iw0-A-HEM-901, 1iw0 A HEM 901, 1iw0, A, P71119, HEM, 0, 18, X-RAY_DIFFRACTION, 1.4, 955.08, 47.75, http://apoholo.cz/db/entry/1iw0-A-HEM-901, http://apoholo.cz/api/db/entry/1iw0-A-HEM-901/download/1iw0-A-HEM-901.zip
1iw0-B-HEM-902, 1iw0 B HEM 902, 1iw0, B, P71119, HEM, 0, 18, X-RAY_DIFFRACTION, 1.4, 873.1, 37.96, http://apoholo.cz/db/entry/1iw0-B-HEM-902, http://apoholo.cz/api/db/entry/1iw0-B-HEM-902/download/1iw0-B-HEM-902.zip
1iw0-C-HEM-903, 1iw0 C HEM 903, 1iw0, C, P71119, HEM, 0, 18, X-RAY_DIFFRACTION, 1.4, 892.87, 46.99, http://apoholo.cz/db/entry/1iw0-C-HEM-903, http://apoholo.cz/api/db/entry/1iw0-C-HEM-903/download/1iw0-C-HEM-903.zip
1iw1-A-HEM-901, 1iw1 A HEM 901, 1iw1, A, P71119, HEM, 0, 18, X-RAY_DIFFRACTION, 1.5, 842.71, 40.13, http://apoholo.cz/db/entry/1iw1-A-HEM-901, http://apoholo.cz/api/db/entry/1iw1-A-HEM-901/download/1iw1-A-HEM-901.zip
1iw1-B-HEM-902, 1iw1 B HEM 902, 1iw1, B, P71119, HEM, 0, 18, X-RAY_DIFFRACTION, 1.5, 808.79, 42.57, http://apoholo.cz/db/entry/1iw1-B-HEM-902, http://apoholo.cz/api/db/entry/1iw1-B-HEM-902/download/1iw1-B-HEM-902.zip
1iw1-C-HEM-903, 1iw1 C HEM 903, 1iw1, C, P71119, HEM, 0, 18, X-RAY_DIFFRACTION, 1.5, 866.76, 43.34, http://apoholo.cz/db/entry/1iw1-C-HEM-903, http://apoholo.cz/api/db/entry/1iw1-C-HEM-903/download/1iw1-C-HEM-903.zip
1j0o-A-HEM-1001, 1j0o A HEM 1001, 1j0o, A, P00132, HEM, 0, 13, X-RAY_DIFFRACTION, 1.15, 1364.67, 80.27, http://apoholo.cz/db/entry/1j0o-A-HEM-1001, http://apoholo.cz/api/db/entry/1j0o-A-HEM-1001/download/1j0o-A-HEM-1001.zip
1j0o-A-HEM-1002, 1j0o A HEM 1002, 1j0o, A, P00132, HEM, 0, 13, X-RAY_DIFFRACTION, 1.15, 1334.88, 66.74, http://apoholo.cz/db/entry/1j0o-A-HEM-1002, http://apoholo.cz/api/db/entry/1j0o-A-HEM-1002/download/1j0o-A-HEM-1002.zip
1j0o-A-HEM-1003, 1j0o A HEM 1003, 1j0o, A, P00132, HEM, 0, 13, X-RAY_DIFFRACTION, 1.15, 1309.99, 62.38, http://apoholo.cz/db/entry/1j0o-A-HEM-1003, http://apoholo.cz/api/db/entry/1j0o-A-HEM-1003/download/1j0o-A-HEM-1003.zip
1j0o-A-HEM-1004, 1j0o A HEM 1004, 1j0o, A, P00132, HEM, 0, 13, X-RAY_DIFFRACTION, 1.15, 1389.99, 60.43, http://apoholo.cz/db/entry/1j0o-A-HEM-1004, http://apoholo.cz/api/db/entry/1j0o-A-HEM-1004/download/1j0o-A-HEM-1004.zip
1j0p-A-HEM-1001, 1j0p A HEM 1001, 1j0p, A, P00132, HEM, 0, 13, X-RAY_DIFFRACTION, 0.91, 1447.18, 80.4, http://apoholo.cz/db/entry/1j0p-A-HEM-1001, http://apoholo.cz/api/db/entry/1j0p-A-HEM-1001/download/1j0p-A-HEM-1001.zip
1j0p-A-HEM-1002, 1j0p A HEM 1002, 1j0p, A, P00132, HEM, 0, 13, X-RAY_DIFFRACTION, 0.91, 1382.39, 65.83, http://apoholo.cz/db/entry/1j0p-A-HEM-1002, http://apoholo.cz/api/db/entry/1j0p-A-HEM-1002/download/1j0p-A-HEM-1002.zip
1j0p-A-HEM-1003, 1j0p A HEM 1003, 1j0p, A, P00132, HEM, 0, 13, X-RAY_DIFFRACTION, 0.91, 1286.25, 61.25, http://apoholo.cz/db/entry/1j0p-A-HEM-1003, http://apoholo.cz/api/db/entry/1j0p-A-HEM-1003/download/1j0p-A-HEM-1003.zip
1j0p-A-HEM-1004, 1j0p A HEM 1004, 1j0p, A, P00132, HEM, 0, 13, X-RAY_DIFFRACTION, 0.91, 1328.84, 57.78, http://apoholo.cz/db/entry/1j0p-A-HEM-1004, http://apoholo.cz/api/db/entry/1j0p-A-HEM-1004/download/1j0p-A-HEM-1004.zip
1j40-B-HEM-147, 1j40 B HEM 147, 1j40, B, P68871, HEM, 2, 648, X-RAY_DIFFRACTION, 1.45, 900.44, 40.93, http://apoholo.cz/db/entry/1j40-B-HEM-147, http://apoholo.cz/api/db/entry/1j40-B-HEM-147/download/1j40-B-HEM-147.zip
1j40-D-HEM-147, 1j40 D HEM 147, 1j40, D, P68871, HEM, 2, 648, X-RAY_DIFFRACTION, 1.45, 917.22, 41.69, http://apoholo.cz/db/entry/1j40-D-HEM-147, http://apoholo.cz/api/db/entry/1j40-D-HEM-147/download/1j40-D-HEM-147.zip
1j40-F-HEM-147, 1j40 F HEM 147, 1j40, F, P68871, HEM, 2, 648, X-RAY_DIFFRACTION, 1.45, 896.45, 40.75, http://apoholo.cz/db/entry/1j40-F-HEM-147, http://apoholo.cz/api/db/entry/1j40-F-HEM-147/download/1j40-F-HEM-147.zip
1j40-H-HEM-147, 1j40 H HEM 147, 1j40, H, P68871, HEM, 2, 648, X-RAY_DIFFRACTION, 1.45, 921.51, 41.89, http://apoholo.cz/db/entry/1j40-H-HEM-147, http://apoholo.cz/api/db/entry/1j40-H-HEM-147/download/1j40-H-HEM-147.zip
1j41-B-HEM-147, 1j41 B HEM 147, 1j41, B, P68871, HEM, 2, 648, X-RAY_DIFFRACTION, 1.45, 892.98, 40.59, http://apoholo.cz/db/entry/1j41-B-HEM-147, http://apoholo.cz/api/db/entry/1j41-B-HEM-147/download/1j41-B-HEM-147.zip
1j41-D-HEM-147, 1j41 D HEM 147, 1j41, D, P68871, HEM, 2, 648, X-RAY_DIFFRACTION, 1.45, 938.26, 42.65, http://apoholo.cz/db/entry/1j41-D-HEM-147, http://apoholo.cz/api/db/entry/1j41-D-HEM-147/download/1j41-D-HEM-147.zip
1j41-F-HEM-147, 1j41 F HEM 147, 1j41, F, P68871, HEM, 2, 648, X-RAY_DIFFRACTION, 1.45, 899.22, 40.87, http://apoholo.cz/db/entry/1j41-F-HEM-147, http://apoholo.cz/api/db/entry/1j41-F-HEM-147/download/1j41-F-HEM-147.zip
1j41-H-HEM-147, 1j41 H HEM 147, 1j41, H, P68871, HEM, 2, 648, X-RAY_DIFFRACTION, 1.45, 928.14, 42.19, http://apoholo.cz/db/entry/1j41-H-HEM-147, http://apoholo.cz/api/db/entry/1j41-H-HEM-147/download/1j41-H-HEM-147.zip
1j77-A-HEM-300, 1j77 A HEM 300, 1j77, A, Q9RGD9, HEM, 0, 3, X-RAY_DIFFRACTION, 1.5, 816.99, 45.39, http://apoholo.cz/db/entry/1j77-A-HEM-300, http://apoholo.cz/api/db/entry/1j77-A-HEM-300/download/1j77-A-HEM-300.zip
1j96-A-NAP-901, 1j96 A NAP 901, 1j96, A, P52895, NAP, 0, 30, X-RAY_DIFFRACTION, 1.25, 850.0, 29.31, http://apoholo.cz/db/entry/1j96-A-NAP-901, http://apoholo.cz/api/db/entry/1j96-A-NAP-901/download/1j96-A-NAP-901.zip
1j96-B-NAP-902, 1j96 B NAP 902, 1j96, B, P52895, NAP, 0, 30, X-RAY_DIFFRACTION, 1.25, 836.06, 28.83, http://apoholo.cz/db/entry/1j96-B-NAP-902, http://apoholo.cz/api/db/entry/1j96-B-NAP-902/download/1j96-B-NAP-902.zip
1ja9-A-NDP-402, 1ja9 A NDP 402, 1ja9, A, Q9HFV6, NDP, 0, 0, X-RAY_DIFFRACTION, 1.5, 950.96, 28.82, http://apoholo.cz/db/entry/1ja9-A-NDP-402, http://apoholo.cz/api/db/entry/1ja9-A-NDP-402/download/1ja9-A-NDP-402.zip
1jdr-A-HEM-296, 1jdr A HEM 296, 1jdr, A, P00431, HEM, 0, 211, X-RAY_DIFFRACTION, 1.5, 732.77, 27.14, http://apoholo.cz/db/entry/1jdr-A-HEM-296, http://apoholo.cz/api/db/entry/1jdr-A-HEM-296/download/1jdr-A-HEM-296.zip
1jf3-A-HEM-148, 1jf3 A HEM 148, 1jf3, A, P02216, HEM, 0, 3, X-RAY_DIFFRACTION, 1.4, 991.51, 45.07, http://apoholo.cz/db/entry/1jf3-A-HEM-148, http://apoholo.cz/api/db/entry/1jf3-A-HEM-148/download/1jf3-A-HEM-148.zip
1jf4-A-HEM-148, 1jf4 A HEM 148, 1jf4, A, P15447, HEM, 0, 3, X-RAY_DIFFRACTION, 1.4, 900.8, 45.04, http://apoholo.cz/db/entry/1jf4-A-HEM-148, http://apoholo.cz/api/db/entry/1jf4-A-HEM-148/download/1jf4-A-HEM-148.zip
1jfb-A-HEM-501, 1jfb A HEM 501, 1jfb, A, P23295, HEM, 0, 32, X-RAY_DIFFRACTION, 1.0, 856.84, 21.97, http://apoholo.cz/db/entry/1jfb-A-HEM-501, http://apoholo.cz/api/db/entry/1jfb-A-HEM-501/download/1jfb-A-HEM-501.zip
1jfc-A-HEM-501, 1jfc A HEM 501, 1jfc, A, P23295, HEM, 0, 32, X-RAY_DIFFRACTION, 1.05, 868.85, 21.72, http://apoholo.cz/db/entry/1jfc-A-HEM-501, http://apoholo.cz/api/db/entry/1jfc-A-HEM-501/download/1jfc-A-HEM-501.zip
1jl6-A-HEM-148, 1jl6 A HEM 148, 1jl6, A, P15447, HEM, 0, 3, X-RAY_DIFFRACTION, 1.4, 919.07, 51.06, http://apoholo.cz/db/entry/1jl6-A-HEM-148, http://apoholo.cz/api/db/entry/1jl6-A-HEM-148/download/1jl6-A-HEM-148.zip
1jl7-A-HEM-148, 1jl7 A HEM 148, 1jl7, A, P02216, HEM, 0, 3, X-RAY_DIFFRACTION, 1.4, 936.32, 46.82, http://apoholo.cz/db/entry/1jl7-A-HEM-148, http://apoholo.cz/api/db/entry/1jl7-A-HEM-148/download/1jl7-A-HEM-148.zip
1jni-A-HEC-125, 1jni A HEC 125, 1jni, A, P44654, HEC, 0, 0, X-RAY_DIFFRACTION, 1.25, 1145.26, 63.63, http://apoholo.cz/db/entry/1jni-A-HEC-125, http://apoholo.cz/api/db/entry/1jni-A-HEC-125/download/1jni-A-HEC-125.zip
1jni-A-HEC-126, 1jni A HEC 126, 1jni, A, P44654, HEC, 0, 0, X-RAY_DIFFRACTION, 1.25, 1240.05, 68.89, http://apoholo.cz/db/entry/1jni-A-HEC-126, http://apoholo.cz/api/db/entry/1jni-A-HEC-126/download/1jni-A-HEC-126.zip
1jr8-A-FAD-335, 1jr8 A FAD 335, 1jr8, A, Q12284, FAD, 0, 4, X-RAY_DIFFRACTION, 1.5, 1276.79, 53.2, http://apoholo.cz/db/entry/1jr8-A-FAD-335, http://apoholo.cz/api/db/entry/1jr8-A-FAD-335/download/1jr8-A-FAD-335.zip
1jr8-B-FAD-334, 1jr8 B FAD 334, 1jr8, B, Q12284, FAD, 0, 4, X-RAY_DIFFRACTION, 1.5, 1276.45, 53.19, http://apoholo.cz/db/entry/1jr8-B-FAD-334, http://apoholo.cz/api/db/entry/1jr8-B-FAD-334/download/1jr8-B-FAD-334.zip
1ju2-A-FAD-2001, 1ju2 A FAD 2001, 1ju2, A, Q945K2, FAD, 0, 4, X-RAY_DIFFRACTION, 1.47, 723.94, 16.84, http://apoholo.cz/db/entry/1ju2-A-FAD-2001, http://apoholo.cz/api/db/entry/1ju2-A-FAD-2001/download/1ju2-A-FAD-2001.zip
1ju2-B-FAD-2002, 1ju2 B FAD 2002, 1ju2, B, Q945K2, FAD, 0, 4, X-RAY_DIFFRACTION, 1.47, 705.65, 16.41, http://apoholo.cz/db/entry/1ju2-B-FAD-2002, http://apoholo.cz/api/db/entry/1ju2-B-FAD-2002/download/1ju2-B-FAD-2002.zip
1jw8-A-HEM-155, 1jw8 A HEM 155, 1jw8, A, P02185, HEM, 0, 347, X-RAY_DIFFRACTION, 1.3, 873.24, 43.66, http://apoholo.cz/db/entry/1jw8-A-HEM-155, http://apoholo.cz/api/db/entry/1jw8-A-HEM-155/download/1jw8-A-HEM-155.zip
1jzl-A-HEM-147, 1jzl A HEM 147, 1jzl, A B, P02213, HEM, 0, 138, X-RAY_DIFFRACTION, 1.5, 986.45, 42.89, http://apoholo.cz/db/entry/1jzl-A-HEM-147, http://apoholo.cz/api/db/entry/1jzl-A-HEM-147/download/1jzl-A-HEM-147.zip
1jzl-B-HEM-147, 1jzl B HEM 147, 1jzl, A B, P02213, HEM, 0, 138, X-RAY_DIFFRACTION, 1.5, 1007.75, 43.82, http://apoholo.cz/db/entry/1jzl-B-HEM-147, http://apoholo.cz/api/db/entry/1jzl-B-HEM-147/download/1jzl-B-HEM-147.zip
